country,date,value
ARG,1995,305.93
ARG,1996,319.81
ARG,1997,322.34
ARG,1998,326.15
ARG,1999,332.24
ARG,2000,331.14
ARG,2001,372.45
ARG,2002,369.3
ARG,2003,391.04
ARG,2004,406.44
ARG,2005,410.92
ARG,2006,425.42
ARG,2007,438.82
ARG,2008,442.98
ARG,2009,424.07
ARG,2010,429.81
ARG,2011,410.64
ARG,2012,414.84
ARG,2013,424.7
ARG,2014,421.76
ARG,2015,428.37
ARG,2016,396.27
ARG,2017,397.7
ARG,2018,395.5
MYS,1990,207.11
MYS,1991,214.67
MYS,1992,221.4
MYS,1993,224.79
MYS,1994,231.7
MYS,1995,239.11
MYS,1996,247.37
MYS,1997,257.86
MYS,1998,288.83
MYS,1999,267.24
MYS,2000,278.87
MYS,2001,270.24
MYS,2002,288.9
MYS,2003,298.2
MYS,2004,322.76
MYS,2005,336.4
MYS,2006,332.3
MYS,2007,357.03
MYS,2008,368.36
MYS,2009,366.72
MYS,2010,379.15
MYS,2011,155.6
MYS,2012,155.92
MYS,2013,174.34
MYS,2014,205.53
MYS,2015,191.89
MYS,2016,378.56
MYS,2017,365
MYS,2018,388.11
ITA,1990,456.75
ITA,1991,454.34
ITA,1992,451.12
ITA,1993,444.81
ITA,1994,439.52
ITA,1995,464.51
ITA,1996,460.76
ITA,1997,464.54
ITA,1998,475.84
ITA,1999,483.07
ITA,2000,488
ITA,2001,485.95
ITA,2002,494.23
ITA,2003,512.77
ITA,2004,523.88
ITA,2005,525.16
ITA,2006,512.76
ITA,2007,506.06
ITA,2008,491.14
ITA,2009,442.26
ITA,2010,450.75
ITA,2011,439.93
ITA,2012,422.08
ITA,2013,390.27
ITA,2014,370.58
ITA,2015,381.49
ITA,2016,398.64
ITA,2017,393.01
ITA,2018,386.78
VNM,1990,1.17
VNM,1991,4.03
VNM,1992,6.54
VNM,1993,13.23
VNM,1994,18.85
VNM,1995,25.03
VNM,1996,32.87
VNM,1997,40.65
VNM,1998,51.84
VNM,1999,55.08
VNM,2000,63.11
VNM,2001,157.92
VNM,2002,174.91
VNM,2003,180.26
VNM,2004,198.37
VNM,2005,207.64
VNM,2006,213.22
VNM,2007,227.29
VNM,2008,237.99
VNM,2009,259.62
VNM,2010,277.74
VNM,2011,235.82
VNM,2012,236.38
VNM,2013,248.78
VNM,2014,261.78
VNM,2015,305.32
VNM,2016,330.21
VNM,2017,328.33
VNM,2018,364.43
FRA,1990,477.92
FRA,1991,502.72
FRA,1992,487.97
FRA,1993,469.18
FRA,1994,463.44
FRA,1995,472.18
FRA,1996,490.93
FRA,1997,480.98
FRA,1998,497.02
FRA,1999,486.59
FRA,2000,483.67
FRA,2001,447.09
FRA,2002,439.49
FRA,2003,444.36
FRA,2004,441.98
FRA,2005,442.64
FRA,2006,432.32
FRA,2007,425.14
FRA,2008,418.88
FRA,2009,400.59
FRA,2010,404.32
FRA,2011,392.42
FRA,2012,395.28
FRA,2013,396.16
FRA,2014,363.05
FRA,2015,369.04
FRA,2016,368.04
FRA,2017,370.47
FRA,2018,361.37
NGA,1990,249.87
NGA,1991,260.06
NGA,1992,272.23
NGA,1993,272.12
NGA,1994,270.78
NGA,1995,265.37
NGA,1996,276.14
NGA,1997,266.82
NGA,1998,258.68
NGA,1999,249.74
NGA,2000,247.07
NGA,2001,248.44
NGA,2002,252.94
NGA,2003,260.59
NGA,2004,264.22
NGA,2005,281.19
NGA,2006,276.1
NGA,2007,274.16
NGA,2008,277.1
NGA,2009,258.87
NGA,2010,281.15
NGA,2011,299.26
NGA,2012,303.64
NGA,2013,318.11
NGA,2014,327.77
NGA,2015,323.23
NGA,2016,330.64
NGA,2017,337.4
NGA,2018,357.52
POL,1990,429.16
POL,1991,424.94
POL,1992,414.15
POL,1993,413.64
POL,1994,408.95
POL,1995,408.44
POL,1996,423.05
POL,1997,412.81
POL,1998,382.95
POL,1999,372.24
POL,2000,358.79
POL,2001,300.69
POL,2002,292.88
POL,2003,304.75
POL,2004,309.02
POL,2005,310.64
POL,2006,324.47
POL,2007,324.46
POL,2008,318.18
POL,2009,302.33
POL,2010,320.3
POL,2011,360.67
POL,2012,353.7
POL,2013,348.35
POL,2014,335.26
POL,2015,339.15
POL,2016,344.31
POL,2017,357.17
POL,2018,356.74
EGY,1990,129.43
EGY,1991,135.07
EGY,1992,140.18
EGY,1993,142.45
EGY,1994,138.13
EGY,1995,147.11
EGY,1996,154.53
EGY,1997,163.95
EGY,1998,170.77
EGY,1999,179.61
EGY,2000,180.91
EGY,2001,193.53
EGY,2002,198.41
EGY,2003,202.7
EGY,2004,215.91
EGY,2005,233.9
EGY,2006,244.52
EGY,2007,259.61
EGY,2008,268.73
EGY,2009,274.79
EGY,2010,276.27
EGY,2011,284.1
EGY,2012,294.89
EGY,2013,292.15
EGY,2014,298.19
EGY,2015,307.26
EGY,2016,315.96
EGY,2017,320.55
EGY,2018,329.4
ESP,1990,232.63
ESP,1991,238.82
ESP,1992,248.65
ESP,1993,233.85
ESP,1994,246.79
ESP,1995,260.7
ESP,1996,254.16
ESP,1997,275.71
ESP,1998,285.23
ESP,1999,309.99
ESP,2000,327.4
ESP,2001,348.65
ESP,2002,365.39
ESP,2003,374.51
ESP,2004,390.66
ESP,2005,405.41
ESP,2006,399.28
ESP,2007,415.54
ESP,2008,382.32
ESP,2009,345.5
ESP,2010,330.31
ESP,2011,340.98
ESP,2012,334.71
ESP,2013,308.62
ESP,2014,307.09
ESP,2015,317.67
ESP,2016,301.97
ESP,2017,318.35
ESP,2018,313.06
VEN,1990,325.64
VEN,1991,327.42
VEN,1992,331.42
VEN,1993,337.76
VEN,1994,340.51
VEN,1995,349.03
VEN,1996,363.45
VEN,1997,370.45
VEN,1998,370.61
VEN,1999,365.07
VEN,2000,374.82
VEN,2001,318.43
VEN,2002,325
VEN,2003,318.62
VEN,2004,321.04
VEN,2005,335.9
VEN,2006,328.29
VEN,2007,332.82
VEN,2008,344.66
VEN,2009,345.38
VEN,2010,348.48
VEN,2011,368.02
VEN,2012,387.66
VEN,2013,392.76
VEN,2014,394.2
VEN,2015,379.78
VEN,2016,301.07
VEN,2017,286.63
VEN,2018,277.26
KAZ,1990,308.25
KAZ,1991,318.28
KAZ,1992,319.1
KAZ,1993,277.48
KAZ,1994,252.51
KAZ,1995,220.83
KAZ,1996,192.78
KAZ,1997,164.97
KAZ,1998,164.26
KAZ,1999,148.12
KAZ,2000,147.35
KAZ,2001,147.08
KAZ,2002,164.14
KAZ,2003,175.32
KAZ,2004,192.35
KAZ,2005,204.78
KAZ,2006,226.14
KAZ,2007,234.21
KAZ,2008,280.62
KAZ,2009,249.71
KAZ,2010,275.78
KAZ,2011,284.28
KAZ,2012,284.28
KAZ,2013,297.58
KAZ,2014,248.23
KAZ,2015,249.48
KAZ,2016,271.53
KAZ,2017,280.59
KAZ,2018,271.23
COL,1990,217.08
COL,1991,218.85
COL,1992,222.51
COL,1993,226.53
COL,1994,228.62
COL,1995,231.69
COL,1996,232.23
COL,1997,237.26
COL,1998,239
COL,1999,228.71
COL,2000,233.07
COL,2001,222.71
COL,2002,221.71
COL,2003,223.94
COL,2004,226.33
COL,2005,228.35
COL,2006,229.66
COL,2007,235.52
COL,2008,236.44
COL,2009,240.51
COL,2010,244.95
COL,2011,223.5
COL,2012,221.94
COL,2013,228.65
COL,2014,232.02
COL,2015,233.78
COL,2016,264.21
COL,2017,260.61
COL,2018,267.95
ARE,1990,69.71
ARE,1991,76.25
ARE,1992,74.82
ARE,1993,77.76
ARE,1994,84.37
ARE,1995,90.78
ARE,1996,96.09
ARE,1997,103.86
ARE,1998,108.39
ARE,1999,112.69
ARE,2000,113.34
ARE,2001,127.37
ARE,2002,131.6
ARE,2003,139.31
ARE,2004,148.02
ARE,2005,156.7
ARE,2006,162.95
ARE,2007,174.27
ARE,2008,199.89
ARE,2009,202.08
ARE,2010,208.58
ARE,2011,214.63
ARE,2012,226.57
ARE,2013,237.63
ARE,2014,240.02
ARE,2015,252.85
ARE,2016,259.65
ARE,2017,269.82
ARE,2018,263.24
UKR,1990,873.7
UKR,1991,828.09
UKR,1992,735.92
UKR,1993,646.85
UKR,1994,551.55
UKR,1995,521.01
UKR,1996,459.23
UKR,1997,434.81
UKR,1998,406.96
UKR,1999,403.27
UKR,2000,385.01
UKR,2001,408.37
UKR,2002,411.04
UKR,2003,441.53
UKR,2004,406.48
UKR,2005,387.71
UKR,2006,393.04
UKR,2007,401.26
UKR,2008,387.22
UKR,2009,327.37
UKR,2010,345.37
UKR,2011,376.94
UKR,2012,364.85
UKR,2013,353.9
UKR,2014,317.98
UKR,2015,265.08
UKR,2016,277.97
UKR,2017,251.96
UKR,2018,262.43
PHL,1990,98.21
PHL,1991,98.27
PHL,1992,100.41
PHL,1993,105.92
PHL,1994,113.69
PHL,1995,125.88
PHL,1996,134.83
PHL,1997,143.44
PHL,1998,137.3
PHL,1999,142.9
PHL,2000,144.82
PHL,2001,144.28
PHL,2002,145.99
PHL,2003,149.12
PHL,2004,152.88
PHL,2005,154.2
PHL,2006,147.22
PHL,2007,152.77
PHL,2008,155.97
PHL,2009,157.97
PHL,2010,163.75
PHL,2011,165.75
PHL,2012,170.9
PHL,2013,182.28
PHL,2014,190.12
